Landgrabbed;Landgrabber;Base;Sector;Hectares;Production;Projected investment;Status of deal;Summary
Tanzania;IntrasiaCapital;Singapore;Finance;30000.0;Rice;Missing;Done;VitaGrainisaSingaporeancompanyownedbyportfolioinvestorIntrasiaCapital,whichhasbeeninvestinginhybridricedevelopmentandproductioninAsia,AfricaandAustralia.Thecompany'sAfricaninvestmentsinMauritius,MozambiqueandTanzaniaareundertakenthroughaMauritianholdingcompany.InTanzania,itssubsidiaryTanzaGrainLtdhasa98-yearleaseon30,000haintheRufijiBasin.Thecompanysaysthatithascompletedtrialplantingon2haoffarmland15kmwestofBagamoyoborderingtheRuvuRiver.
Tanzania;KoreaRuralCommunityCorporation;SouthKorea;Government;100000.0;Rice;US$50million;Done;InAugust2010,theKoreaRuralCommunityCorporationsignedanMoUwiththeRufijiBasinDevelopmentAuthoritytodevelopa15,000-hacommercialricefarmintheRufijiBasin.TheUS$50-millionprojectwaspartofalargerbilateralassistancepackage,whichincludedaUS$121-millionloanforinfrastructureworks.
Tanzania;SEKAB;Sweden;Agribusiness;22000.0;Sugarcane;Missing;Done;In2008,SwedishAlcoholChemistryAB(SEKAB),acorporationownedbythreemunicipalitiesinnorthernSweden,begantheimplementationofamassive,200,000-haprojectinTanzaniatocultivatesugarcanefortheproductionofethanolforexporttoSweden.SEKABwasalsoimplementinga15,000-hasweet-sorghumprojectintheCaboDelgadoprovinceofMozambique.Oppositionathomeandabroadforcedthecompanytobackdownfromitsprojects,andin2009SEKABsoldallitsAfricanprojectstoitsformerCEOPerCarstedtforatokensumof€40.CarstedthasrevivedtheTanzaniaprojectandissettingupasugarcompany,withan8000-hasugar-caneplantationandarefineryinBagamoyo,Tanzania.Hiscompany,BagamoyoEcoEnergyLtd,isregisteredinMauritius.Carstedthassaidthatheintendstoexpandeventuallytotheoriginal200,000ha,andhasappliedforacreditguaranteefromtheSwedishInternationalDevelopmentAgency.
Tanzania;PharosFinancialGroup;UAE;Finance;50000.0;Rice;Missing;Inprocess;InOctober2009,Dubai-basedPharosandLondon-basedMiroHoldingsInternationallaunchedtheUS$350-millionPharosMirosAgriculturalFundtofocusonricefarminginAfricaandcerealcultivationineasternEurope.TheFundhasaminimumsubscriptionofUS$1millionandisactivelyseekingjointventureswithGulffamily-ownedconglomeratesandsovereignwealthfunds.InJanuary2010,Pharossaidthatthefundwasintheprocessofsecuringa98-yearleaseon50,000haoflandinTanzaniatogrowriceinordertosecurefoodsuppliesfortheGulfcountries.
Tanzania;Agrica;UK;Finance;5818.0;Rice;Missing;Done;AgricawasestablishedbyformerFinancialTimesjournalistCarterColemanin2005toinvestinagriculturalprojectsinEasternAfrica.IthasfundingfromNorfund,theNorwegianDevelopmentBank,AfricanAgriculturalCapitalandCapricornInvestmentGroup(amulti-billion-dollarfundbasedintheUS).Thefund'sfirstfarmlandacquisitionwasofanirrigatedfarminRubada,Tanzania,whereitbeganproducingricein2008.
Tanzania;AgriSol;US;Agribusiness;325000.0;Beef,biofuels,crops,poultry;Missing;Done;AgriSol,throughajointventurewithPharosFinancialofDubaiandSummitGroupoftheUS,isdevelopingamassiveagriculturalprojectonlandsidentifiedbytheGovernmentofTanzaniainKatuma(80,000ha)andMishamo(220,000ha)inRukwaprovinceandLugufuinKigomaprovince(25,000ha).TheselandsareallformerrefugeesettlementsstilloccupiedbyrefugeefamilieswhoenteredTanzaniadecadesago.MoUshavebeenexecutedandleasesarebeingnegotiatedfortheRukwalands,whileanMoUisbeingpreparedforthelandsinKigoma.Twoofthethreesites(KatumbaandMishamo)areinhabitedbyBurudianrefugeesdisplacedbywarin1972.
Tanzania;AslanGlobalManagement;US;Finance;42000.0;Crops;Missing;Done;AslanwascreatedbyJesTarpandPaulLarsenoftheUSaftertheirexperienceinsettingupfarmswithotherforeigninvestorsinUkraine.In2008,theymergedfouroftheirUkrainianfarmsintoasingleoperation,calledAlphaFarm,coveringatotalof8,750ha.In2009TarpandLarsenformedAslanGlobalManagementtoexpandtheirfarmingoperationsintoAfrica.InMozambique,theyestablishedasubsidiary,ReidoAgroLtda,andacquiredaleaseon10,000haofland,wheretheyarecultivating2,000haofsoybeansandmaize.InJuly2011,TheGuardian(Tanzania)reportedthatAslanhadacquired42,000haforcash-cropproductioninMorogoroRegionofTanzania.
Tanzania;CAMSGroup;US;Construction;20000.0;Sweetsorghum;US$600million;Inprocess;InJanuary2012,thewebsiteofUS-basedCAMSGlobalstatedthatthecompanywasnegotiatingforalong-termleaseof20,000hainTanzaniaforthedevelopmentofapilotprojecttocultivatesweetsorghumforethanolproductioninthedistrictsofHandeniandBagamoyo.
Tanzania;TMPlantations;US;Agribusiness;50000.0;Oilpalm;Missing;Inprocess;TMPlantationsisasubsidiaryofTMGlobalHoldings,aninvestmentfundsetupbyTonyTanthatisregisteredinDelaware,USandthatfocusesoninvestmentsinemergingmarkets.InJuly2007,TMPlantationspaidpreliminarysurveyfeestotheKasuluDistrictgovernmentofTanzaniatoinvestigatethefeasibilityofestablishinganoil-palmplantationon50,000ha,andthecompanyisalsopursuinglandacquisitionsforforestry.In2007,ColonelKabengaNsa-Kaisi,formerchiefcounsellortoTanzanianPresidentBenjaminMkapa,wasappointedtotheboardofTMPlantations.
Uganda;Nitol-NiloyGroup;Bangladesh;Agribusiness;10000.0;Crops;US$12.5million;Inprocess;InJune2010,theBangladeshicompanyNitol-NiloyreportedthatitwasinnegotiationswithUgandatoinvestaroundUS$12.5milliontoestablishafarmon10,000haofland,where2,500Bangladeshifarmerswouldbebroughtintoworkandwhere80%oftheproductionwouldbeexportedtoBangladesh.AnofficialwithUganda'sMinistryofAgriculture,however,deniedthatthegovernmenthadofferedthecompanyanyland,sayingonlythatithadsignedtheminutesofthemeetingofthetwosides.
Uganda;HebeiCompany;China;Agribusiness;540.0;Fruit,livestock,maize,rice,vegetables,wheat;Missing;Inprocess;InOctober2009,theHebeiCompanytoldtheUgandandailyTheObserverthatitwouldestablishfarmsforcerealsandhorticulturalcropson540hainUganda,aswellaspoultryandsheepfarms.Itsaiditplanstoexpanditsoperationsto41,000hawithin10years.
Uganda;LiuJianjun;China;Finance;4000.0;Missing;Missing;Done;LiuJianjunisaformergovernmentofficialwhohasbeenfacilitatingChineseinvestmentandtheestablishmentofso-calledBaodingVillagesinvariousAfricancountries.HehasfacilitatedtheacquisitionoffarmlandsinMozambique,UgandaandotherAfricancountriesbyChineseinvestors,publiclystatingthatthelandsareavailablefor99-yearleasesatUS$1orlessperha.In2008,TheUK'sDailyTelegraphreportedthatLiuJianjunhimselfhadacquired4,000hainUgandaforfarming.
Uganda;Egypt;Egypt;Government;800000.0;Maize,wheat;Missing;Done;InAugust2008,theEgyptianAgricultureMinisterAminAbazaconfirmedtotheEgyptiandailyAl-AhramthattheGovernmentofUgandahadagreedtoallocateEgypt800,000hainvariouspartsofthecountry.HesaidthattheEgyptiangovernmenthadalreadyidentifiedsevenprivateEgyptiancompaniesthatwerepreparedtostartworkontheprojectimmediately,andthatadelegationofgovernmentofficialsandbusinessmenwouldtraveltoUgandainOctober2008tonegotiatefinaldetailsandpreparetostartworkonthefirst80,000ha.
Uganda;Icemark;Iceland;Agribusiness;270.0;Fruit;Missing;Done;Icemark,aleadingfruitandvegetablesuppliertoEuropeansupermarkets,hasthreefarmsinUgandathatproducefruitforexport.
Uganda;MehtaGroup;India;Agribusiness;14600.0;Sugarcane;Missing;Done;OriginallytheMehtagroupwasallocatedlandintheMabiraForest.ButheavyoppositionbroughtforwardanalternativeplantoprovidelandsofthedefunctSangoBaySugarfactoryinRakaidistrict.
Uganda;WilmarInternational;Singapore;Agribusiness;40000.0;Oilpalm;Missing;Done;ThroughajointeffortbetweentheGovernment,IFAD,theWorldBankandWilmar'ssubsidiaryOilPalmUgandaLtd,Wilmarhasbeenallocatedatotalof40,000hafornucleusoil-palmplantationsinthreedifferentareasofUganda.
Ukraine;TrigonAgri;Denmark;Agribusiness;55000.0;Cereals;Missing;Done;JoakimHelenius,thefourth-richestmaninEstoniaandformerinvestmentbankerwithGoldmanSachsandMerrillLynch,foundedTrigonCapitalasanEstonian-registeredcompanyin1994.TrigonlauncheditsTrigonAgriFund,withregistrationinDenmark,in2006.ByJanuary2012,thefundhadacquiredover170,000haoflandforcerealfarmingintheBlackEarthregionofRussiaandUkraine,andseveraldairyfarmsinEstoniaandRussia.IttradesontheNasdaqOMXStockholm.
Ukraine;AgroGeneration;France;Agribusiness;51000.0;Crops;Missing;Done;AgroGenerationisaFrenchfarmlandinvestmentfundcreatedbybusinessmanCharlesBeigbeder.Ithas51,000haoffarmlandunderleaseinUkraineandsaysthatitplanstodoublethisamountby2014.In2011,thecompanysaidthatitwaspursuingtheacquisitionof50,000haoffarmlandinArgentinawithanunnamedpartnerfollowingthecompletionoftrialson700ha.
Ukraine;BärnstädteG;Germany;Agribusiness;8000.0;Hops,maize,oilseedrape,sugarbeet,wheat,wine,winterbarley;Missing;Done;BarnstädteGisaGermanagriculturalcompany,basedinSaxony-Anhalt.
Ukraine;SustainableBioEnergyHoldingGmbH;Germany;Agribusiness;11600.0;Rapeseed,soybeans,wheat;Missing;Done;SustainableBioEnergyHoldingGmbHismajority-ownedbytwoGermanmunicipalutilitycompanies,StadtwerkeUelzen(37.5%)andStadtwerkeSchwäbischHall(37.5%).Itcontrols11,600haoffarmlandinUkraine.
Ukraine;UkrainianAgrarianInvestments;Russia;Agribusiness;250000.0;Crops;Missing;Done;UkrainianAgrarianInvestments(UAI)isaCyprus-basedcompanycontrolledbyMoscowinvestmentbankRenaissanceCapital,whichwastakenoverbyRussianbillionaireMikhailProkhorovin2008.TheEuropeanBankforReconstructionandDevelopmentprovidedthecompanywithloanfacilitiesworthatotalofUS$60million.
Ukraine;AlpcotAgro;Sweden;Agribusiness;92500.0;Wheat;Missing;Done;AlpcotAgroisaSwedishcompanyestablishedin2006toacquirefarmlandinRussiaandUkraine.InDecember2011,thecompanypurchasedanothermajorUkrainefarmlandoperator,UK-basedLandkom,givingitcontrolofafurther74,000hainUkraineandpushingitstotallandbanktoover270,000ha,ThecompanysaysthatitwilllaunchanIPOontheLondonStockExchange.
Ukraine;ContinentalFarmersGroup;UK;Agribusiness;21000.0;Maize,potatoes,springwheat,sugarbeet;Missing;Done;ContinentalFarmersGroupislistedontheLondonStockExchangebutiscontrolledbytwoIrishcompanies,theagribusinessgiantOriginEnterprises(24.2%)andDavyCrestNominees(13.5%),afundcontrolledbyDavyStockbrokersofDublin.ContinentalbeganbyinvestinginfarmlandinPolandandthenexpandingintoUkrainein2006.In2008-9,itraised€20millioninequityfundingfrominvestorssuchasBlackRockforitsUkrainianoperations,whichcovered21,000haby2012.
Ukraine;AslanGlobalManagement;US;Agribusiness;8500.0;Cereals;Missing;Done;AslanwascreatedbyJesTarpandPaulLarsenoftheUSaftertheirexperienceinsettingupfarmswithotherforeigninvestorsinUkraine.In2008,theymergedfouroftheirUkrainianfarmsintoasingleoperation,calledAlphaFarm,coveringatotalof8,750ha.In2009TarpandLarsenformedAslanGlobalManagementtoexpandtheirfarmingoperationsintoAfrica.InMozambique,theyestablishedasubsidiary,ReidoAgroLtda,andacquiredaleaseon10,000haofland,wheretheyarecultivating2,000haofsoybeansandmaize.InJuly2011,TheGuardian(Tanzania)reportedthatAslanhadacquired42,000haforcash-cropproductioninMorogoroRegionofTanzania.
Ukraine;GrainAlliance;US;Agribusiness;40000.0;Barley,maize,soybeans,sunflowers,wheat;Missing;Done;GrainAlliancewasformedinDecember2009fromthemergerofHarvestMoonEast,aUkrainefarmlandoperatorcontrolledbyUSentrepreneurAlexOronov,andaSwedish-Ukrainianteamofbusinessmen.Thecompanycontrols40,000hainKyiv,Cherkassy,PoltavaandChernigivregions.
Ukraine;Kyiv-AtlanticUkraine;US;Agribusiness;10000.0;Crops;Missing;Done;USfarmerDavidSweereestablishedKyiv-AtlanticUkraineintheearly1990s,butthecompanydidnotgetinvolvedinfarminginUkraineuntil2000,whenitcreatedasubsidiary,AtlanticFarms,andtookoverthreebankruptfarms.In2006,thecompanysignedadealwiththeEuropeanBankofReconstructionandDevelopmentandthreewealthyDanishagribusinessfamiliestorestructurethecompanyandinjectnewfunds,allowingthecompanytoexpanditsfarmholdingsto10,000haofcroplandand4,000headofcattle.
Ukraine;NCHCapital;US;Finance;450000.0;Crops;Missing;Done;NCHCapitalmanagesoverUS$3billionfromuniversityendowments,corporateandstatepensionfunds,foundations,andfamilyinvestmentoffices.IthasaUS$1.4-billionagribusinessfundfocusedonacquiringfarmsineasternEurope.InUkraine,NCHcontrolsandoperatesaportfolioofover450,000haunderlong-termleasearrangements(15-20yearperiods).InRussia,NCHhasacquiredaround250,000ha.
Uruguay;ElTejar;Argentina;Agribusiness;160000.0;Cereals;Missing;Done;ElTejarbeganasanassociationofArgentinecattlefarmersinthe1980s,butthenbecameinvolvedingrainproductioninthe1990s.Bytheendofthedecadeitwasoneofthelargestsoybeanproducersinthecountry,farmingonrentedland.After2006,foreigninvestorsenteredthecompany,suchasLondon-basedhedgefundAltimaPartners,whichnowowns40%ofthecompany,theWorldBank'sInternationalFinanceCorporationandUSprivateequityfirmCapitalGroup,andElTejarstartedtoacquireitsownfarmsinArgentina,UruguayandBrazil,whereitisnowthelargestfarmoperator.In2006,ElTejarwasfarmingaround200,000ha,andtodaytheyarefarmingcloseto800,000ha.ThecompanyintendstolaunchanIPOonNewYorkorSãoPaulostockexchangetoaccessmorecapitaltoexpanditslandholdings.
Uruguay;HillockCapitalManagement;Argentina;Finance;9000.0;Crops;Missing;Done;HillockisacompanybasedinArgentinathatprovidesinvestmentopportunitiesforlocalandforeigninvestorstoacquirefarmsinArgentinaandUruguay.Itmanages36,000haoffarmland,around9,000hainUruguay..
Uruguay;LosGrobo;Argentina;Agribusiness;76300.0;Soybeans;Missing;Done;LosGroboisownedbyArgentina'sGrobocopatelfamily,thesecond-largestsoybeanproducersinthecountry,withover120,000haunderproduction.ThecompanyhasrecentlyfocusedonexpansioninotherLatinAmericancountries,suchasUruguay,withsoybeansplantedon76,300ha,andParaguay,whereitplantssoybeanson22,000ha.InBrazil,LosGrobohad60,000haunderproductionby2011,andsaysthatitplanstotripleitslandholdingsoverthenextfewyearsbywayofajointventurecompanycalledLGAgronegócios&ParticipaçõesSA,whichwillinvolveBrazil’sGrupoVinciPartners,aninvestmentcompanysetupbyformerBancoPactualSAparterGilbertoSayao.
Uruguay;InglebyCompany;Denmark;Finance;20110.0;Barley,cattle,maize,soybeans,wheat;Missing;Done;TheInglebyCompany,whichisownedbytheRausingfamily,hasfarmlandinvestmentsinArgentina,Romania,USA,Uruguay,NewZealandandAustralia.
Uruguay;CalyxAgro;France;Finance;13592.0;Soybeans,wheat;Missing;Done;CalyxAgrowasestablishedbyLouisDreyfusCommoditiesasafundtopurchaseandturnoverfarmlandintheSouthernConeofLatinAmerica.OtherkeyinvestorsarePineBridgeInvestments(subsidiaryoftheHongKong-basedPacificCenturyGroup),TRGManagement,WorldstarLtd,PictetPrivateEquityInvestorsandSolviaInvestmentManagement.In2011,theWorldBank'sInternationalFinanceCorporationrejectedanapplicationfromCalyxAgrotofinanceitsactivities.
Uruguay;CamposOrientales;France;Finance;24000.0;Crops;Missing;Done;CamposOrientalesisoperatedbyPergamFinance,afundbasedinFrance,managedbyOlivierCombastet.ItmainlyseekstoacquirefarmsintheSouthernConeofLatinAmerica,whereitcanconvertpasturetosoybeancrops,andthen,withinafewyears,sellthefarmsataprofit.
Uruguay;OlamInternational;Singapore;Agribusiness;34000.0;Dairy;Missing;Done;OlamisanIndiannon-residentcompany,basedinSingapore.Itisoneoftheworld'slargestcommoditytradersandisinvestingheavilyinfarmingoperationsandcontractfarmingschemes,particularlyinAfricaandLatinAmerica.NewZealandFarmingSystem,whichwasboughtbyOlamin2011,ownsseveraldairyfarmscovering28,786ha,andleasesafurther5,093haofagriculturallandacrossUruguay.
Uruguay;Adecoagro;US;Agribusiness;8600.0;Cattle,grains,soybeans;Missing;Done;AdecoagroisapubliclytradedcompanylaunchedandcontrolledbythefundofUSbillionaireGeorgeSoros,withDutchpensionmanagerPGGMInvestmentsalsoowningamajorstake.AsofDecember2010,thecompanyowned287,884haoffarmlandinArgentina,BrazilandUruguay,andithas54,000hainBrazilforsugar-caneplantationsand74,000haonlong-termleasesinBrazilforgrazingitscattle.
US;Hancock;Canada;Finance;93000.0;Crops;Missing;Done;HancockAgriculturalInvestmentGroup,aunitofToronto-basedManulifeFinancialCorp.,Canada’slargestinsurer,managesUS$1.4billioninrealestate,covering93,000haoffarmlandintheUS,aswellas2,500hainAustraliaand420hainCanada.
US;InglebyCompany;Denmark;Finance;1427.0;Pistachios;Missing;Done;InglebyalsoinvestsinRomania,Uruguay,Argentina,NewZealandandAustralia.ThefarmislocatedintheSanJoaquimValley,California
US;AgriculturalCapitalPartners;Ireland;Finance;1250.0;Dairy;Missing;Done;AgriculturalCapitalPartnerswasfoundedbyfiveIrishentrepreneurstoacquirefarmsoverseasandthensellthemataprofitafter5-7years.ThefundmanagesfarmsinSerbia,Lithuania,AustraliaandtheUSA.
Zambia;DWSGALOF;Germany;Finance;27000.0;Crops;Missing;Done;TheDWSGALOFfundisofferedbyDeutscheBank,buttheday-to-daymanagementofthefundisdelegatedtoDuxtonAssetManagement,basedinSingapore.Itwaslaunchedin2007,witharunningtimeuntil2016,andassetsof€110million.
Zambia;NehaInternational;India;Agribusiness;100000.0;Crops;Missing;Done;NehaInternationalisaHyderabad-basedcompany,foundedbyGVinodReddy,thatisoneofIndia'sleadingproducersofcutflowers.ItexpandedoperationsintoAfricainthe2000s,whereithasrecentlymovedintoagriculturalproduction.InJune2010,thecompanydisclosedthatithadacquired4,000haforagriculturalproductionintheSouthernNations,NationalitiesandPeople'sRegionofEthiopia.TheninDecember2010itannouncedthatithadenteredintoanMoUwiththeZambiaDevelopmentAgencytofacilitatetheacquisitionof100,000haoffarmlandinZambia.ThecompanysaysthatitisseekingtoacquireanddeveloparablelandsinothercountriesofEasternandSouthernAfricaaspartofitsbusinessdevelopmentstrategy.
Zambia;MenafeaHolding;SaudiArabia;Agribusiness,finance,realestate;5000.0;Fruit;Missing;Done;MenafeaHoldingsLtdisaprivateSaudicompanyestablishedbySheikhMohammedAl-Rajhi,owneroftheAl-RajhiGroupandoneoftheleadinginvestorsintheKingdom'sefforttooutsourcefoodproduction.InMarch2011,theSaudiGazettereportedthatManafeawouldinvestUS$125milliontodevelopa5,000-hapineapplefarmandfruit-processingplantinZambia.
Zambia;ExportTradingGroup;Singapore;Agribusiness;57000.0;Foodcrops,jatropha;Missing;Done;ETG,ownedbyKenya'sPatelfamily,isincorporatedinSingaporebutitsfarmingoperationsarerunthroughitsMauritiansubsidiary,ETGHoldings.ThecompanyisoneofthelargestfarmlandownersinAfrica,withextensiveholdingsinTanzania,Mozambique,ZambiaandDRCongo.IthasrecentlyreceivedheavyfinancialbackingfromtheWorldBank'sInternationalFinanceCorporationandtheStandardCharteredBankoftheUK.SomeofETG'sfarmsarestructuredthroughBio-EnergyInvestments(BEI),ajointventureestablishedin2006withSouthAfricancorporatefarmoperatorVerusGroupinwhichETGhasa66%stake.BEIoperatesa57,000-hafarminZambia,whichitisintheprocessofsellingtoZambeef,andan8,000-haricefarminTanzania,with3,500haunderproduction.BEICEOJustinVermaaksaysthatthecompanyaimstodevelop10morecorporatefarmsinAfricaoverthenext7years.
Zambia;AG-ZAM;SouthAfrica;Agribusiness;15000.0;Sugarcane;US$251million;Done;InApril2011theZambiaDevelopmentAgencyandSouthAfrica'sAGZAMProjectDeveloperssignedanMoUtodevelopasugar-processingplantand15,000haofsugar-caneplantationsinthesouthofZambia.
Zambia;ChaytonCapital;UK;Finance;20000.0;Crops;US$85million;Done;"ChaytonCapitalisaUS$300-millionLondon-basedprivateequityfundcreatedin2006byformerGoldmanSachsdirectorNeilCrowder,tosetupagribusinessventuresinsixAfricancountries.ChaytonhasbegunwithZambia,whereithasacquireda14-yearleaseon20,000hainMkushi,whichitintendstoaggregateintoasinglefarmunderits""ChobeAgrivision""project.TheprojectisbackedbyUS$50millioninpoliticalriskinsurancefromtheWorldBank."
